v_name,v_link,v_img,v_dur,v_num_play,v_time,u_link,u_id,v_id,aid,cid,reply,danmu,favorite,coin,share,like,tname,tag,tag_num
【华晨宇】2018鸟巢演唱会9月9日场次全程多机位饭拍剪辑（饭制非官方）,https://www.bilibili.com/video/BV13b411r7hS?from=search,https://i2.hdslb.com/bfs/archive/de980f5f3d669c1fb76b2f7b6c5a2e8fbaac48e7.jpg@480w_300h_1c.webp,11212,319000,2019-02-04,https://space.bilibili.com/192560116?from=search,192560116,BV13b411r7hS,42596435,75266454,682,20514,17886,10478,2010,14771,音乐现场,音乐现场*华晨宇*华晨宇演唱会*华晨宇live*演唱会*华语现场,6
华晨宇、沈腾唱《鬼怪》主题曲又火了！短短几天播放破亿，太上头,https://www.bilibili.com/video/BV1XU4y1f7Vy?from=search,https://i2.hdslb.com/bfs/archive/acf38ea2e2bc4463f7d70112a3586e2f306a0e33.jpg@480w_300h_1c.webp,356,6938,2022-03-08,https://space.bilibili.com/62023949?from=search,62023949,BV1XU4y1f7Vy,682078554,544756467,22,12,42,4,0,217,音乐综合,华晨宇,1
《华晨宇-斗牛》韩国朋友们的反应是？【朴鸣】,https://www.bilibili.com/video/BV1ot4116784?from=search,https://i0.hdslb.com/bfs/archive/136bc86f20b476f05ae78e7c6ffe559ebf75e60a.jpg@480w_300h_1c.webp,581,898000,2018-12-28,https://space.bilibili.com/204341291?from=search,204341291,BV1ot4116784,39060459,68646472,916,4751,3148,3155,591,13766,搞笑,华晨宇*斗牛*华晨宇反应*华晨宇斗牛*华晨宇斗牛反应*reaction*韩国人*中国音乐反应*外国人反应*搞笑,10
【节奏大师】华晨宇《好想爱这个世界啊》火爆全网的治愈神曲有多丧心病狂？,https://www.bilibili.com/video/BV1Y7411x7ZQ?from=search,https://i2.hdslb.com/bfs/archive/8d7f2310a248e2e149a1e99743543f5273ca9655.jpg@480w_300h_1c.webp,301,418000,2020-02-02,https://space.bilibili.com/39609953?from=search,39609953,BV1Y7411x7ZQ,86178433,147315277,1642,6566,11221,26948,7296,43558,音游,音乐游戏*华晨宇*好想爱这个世界啊*节奏大师*花花*音游*游戏练级挑战*高能*手速*单身三十年*自制谱,11
【华晨宇:演唱会最难忘一幕】[国王与乞丐]迷弟伴奏 一万八千人大合唱,https://www.bilibili.com/video/BV13W411a7Uo?from=search,https://i0.hdslb.com/bfs/archive/b8d0ea5b16ae6eef3ec93f73fae62185cd3c67da.jpg@480w_300h_1c.webp,502,674000,2017-12-15,https://space.bilibili.com/4482049?from=search,4482049,BV13W411a7Uo,17287018,131080429,1843,5685,29958,14664,16469,23748,音乐现场,音乐现场*华晨宇*演唱会*合唱*国王与乞丐*华晨宇音乐*华晨宇火星演唱会*LIVE,8
【王牌对王牌5】第四期片段：华晨宇吃鸡无人带+关晓彤请教论文无人理+沈腾送菜不让进,https://www.bilibili.com/video/BV1jE411V7zD?from=search,https://i2.hdslb.com/bfs/archive/33fa36e02052bf55c354d8dcb19b05a6664487c2.jpg@480w_300h_1c.webp,131,794000,2020-03-14,https://space.bilibili.com/504672822?from=search,504672822,BV1jE411V7zD,96116718,164081633,270,302,1434,911,152,6797,日常,综艺*王牌对王牌*华晨宇*关晓彤*沈腾*张若昀*真人秀*王牌*刘哲尔*王牌对王牌 第五季*贾玲*中国大陆*管乐*自己*张新成*吴宇恒*陆宇鹏,17
【华晨宇-黑白艺术家】手书,https://www.bilibili.com/video/BV1Y44y1E7UU?from=search,https://i1.hdslb.com/bfs/archive/3e5829f48122eaf626732a02bc47f868182c725a.jpg@480w_300h_1c.webp,377,68000,2021-12-15,https://space.bilibili.com/39201709?from=search,39201709,BV1Y44y1E7UU,977334782,461516272,801,613,6752,12254,965,11030,粉丝创作,手书*华晨宇*华晨宇演唱会*音乐*华晨宇黑白艺术家*华晨宇新歌,6
华晨宇《好想我回来啊》治愈三部曲第一部——挣扎篇 三机位剪辑 字幕版,https://www.bilibili.com/video/BV1M341147ay?from=search,https://i2.hdslb.com/bfs/archive/50442cd1a1085eee15efa80cfaeedc59cdbcc17c.jpg@480w_300h_1c.webp,306,160000,2021-12-04,https://space.bilibili.com/327645514?from=search,327645514,BV1M341147ay,422063562,454177881,581,479,7294,3743,3257,9007,明星综合,华晨宇*治愈三部曲第一部——挣扎篇*好想我回来啊*火星演唱会*剪辑,5
华晨宇《小镇里的花&飞行模式》全网最好音质之一/戴耳机进（980）,https://www.bilibili.com/video/BV1mQ4y1v7gi?from=search,https://i2.hdslb.com/bfs/archive/b63c2a0eccd25fc1fe6818d8817382b5c70de9cc.jpg@480w_300h_1c.webp,957,141000,2021-11-28,https://space.bilibili.com/441434587?from=search,441434587,BV1mQ4y1v7gi,719389812,450386084,685,631,8490,2789,1961,8220,音乐现场,音乐现场*华晨宇*华语现场*开口跪*华晨宇演唱会*火星演唱会,6
这歌太有趣了【华晨宇】《黑白艺术家》意大利毛罗小哥-39,https://www.bilibili.com/video/BV1b34y167hq?from=search,https://i0.hdslb.com/bfs/archive/6afa641c7d8ed27015a0563584e5c554db197291.jpg@480w_300h_1c.webp,606,29000,2021-12-20,https://space.bilibili.com/67199308?from=search,67199308,BV1b34y167hq,807447251,464585205,105,92,84,218,9,1373,音乐综合,华晨宇*YOUTUBE*音乐*REACTION*外国人反应*反应视频*华晨宇reaction*华晨宇反应*华晨宇Reaction,9
【华晨宇】2019.11.15华晨宇海口火星演唱会 全程播单,https://www.bilibili.com/video/BV1tJ41127AR?from=search,https://i2.hdslb.com/bfs/archive/0d1ee471a01be241b43004abdc57209fe1fda51b.jpg@480w_300h_1c.webp,10523,761000,2019-11-21,https://space.bilibili.com/12012145?from=search,12012145,BV1tJ41127AR,76480828,130817069,1419,39613,31545,12735,4746,28710,音乐现场,音乐现场*华晨宇*演唱会*音乐,4
9.9华晨宇火星演唱会《斗牛》高清字幕版,https://www.bilibili.com/video/BV1CW411C7dq?from=search,https://i0.hdslb.com/bfs/archive/f3af7d84523595b4738356a1e9f17b85e3657523.jpg@480w_300h_1c.webp,379,754000,2018-09-12,https://space.bilibili.com/334114926?from=search,334114926,BV1CW411C7dq,31565971,55192928,2647,6128,30720,12863,16197,27455,音乐现场,音乐现场*华晨宇*华晨宇斗牛*华晨宇火星演唱会,4
【演唱会reaction】拉朋友一起看华晨宇新歌飞行模式和黑白艺术家～,https://www.bilibili.com/video/BV1GS4y1Q7ny?from=search,https://i1.hdslb.com/bfs/archive/684d8b7c7c1b18a2d098aff90050ff2a239e497c.jpg@480w_300h_1c.webp,761,20000,2021-12-13,https://space.bilibili.com/13928085?from=search,13928085,BV1GS4y1Q7ny,722311240,460386671,50,70,65,109,4,750,音乐综合,定格身边的小美好*华晨宇*reaction*黑白艺术家*飞行模式*打卡挑战*定格身边的小美好 第二期,7
【华晨宇】她的孩（原曲：山海）,https://www.bilibili.com/video/BV1aV411q7RR?from=search,https://i0.hdslb.com/bfs/archive/282817b346c3b5e062ca99ed4b862870b7728738.jpg@480w_300h_1c.webp,61,1445000,2021-01-25,https://space.bilibili.com/127623?from=search,127623,BV1aV411q7RR,416348376,287126611,6703,1824,8219,12238,8525,74626,人力VOCALOID,鬼畜*沙雕之主*花花*华晨宇*全能沙雕*葛平*山海,7
【REACTION】华晨宇《黑白艺术家》 ||马来西亚三剑客,https://www.bilibili.com/video/BV1jF411q779?from=search,https://i0.hdslb.com/bfs/archive/902c19a8944e765210222ce906fcda80ce83b8e3.jpg@480w_300h_1c.webp,1063,20000,2022-01-20,https://space.bilibili.com/1820494274?from=search,1820494274,BV1jF411q779,295391285,478811773,155,254,71,319,11,1126,音乐综合,乐评盘点*华晨宇*反应*reaction*黑白艺术家*反应视频*打卡挑战*2022新年音乐大作战*新年音乐大作战,9
明星唱歌跑调？清唱差距大？歌手也翻车！龚俊带偏胡夏，华晨宇王一博清唱差距大，林俊杰歌词烫嘴，阿信破音,https://www.bilibili.com/video/BV1Jr4y1U7va?from=search,https://i0.hdslb.com/bfs/archive/6ffafcbbd00f7bed5491abb76c663cf3f00debcb.jpg@480w_300h_1c.webp,337,195000,2022-01-06,https://space.bilibili.com/2093758708?from=search,2093758708,BV1Jr4y1U7va,765431916,478403665,15,69,562,45,5,916,音乐综合,音乐现场*阿信*王一博*华晨宇*开口跪*陈奕迅*林俊杰*张碧晨*龚俊*2022新年音乐大作战*新年音乐大作战,11
【古筝】华晨宇《七重人格》,https://www.bilibili.com/video/BV1T7411q7Rf?from=search,https://i2.hdslb.com/bfs/archive/47cf39c42aa7230e3c23646739059f94f47bc54c.jpg@480w_300h_1c.webp,376,177000,2020-01-19,https://space.bilibili.com/11630522?from=search,11630522,BV1T7411q7Rf,84041788,143767308,1323,1951,12889,21113,3013,22791,演奏,演奏*华晨宇*古筝*音乐,4
【华晨宇 七重人格】九机位强音质演唱会live剪辑! + 【斗牛】1517两天13机位强音质混剪!,https://www.bilibili.com/video/BV13J411R7yE?from=search,https://i0.hdslb.com/bfs/archive/fdf8f60e91e9ef09c339f73888bf81f4de168887.jpg@480w_300h_1c.webp,795,929000,2019-11-25,https://space.bilibili.com/327645514?from=search,327645514,BV13J411R7yE,76945679,338604102,3414,12143,41566,21128,25310,40855,粉丝创作,音乐现场*明星*华晨宇*七重人格*华语现场*演唱会*现场,7
【华晨宇】2019火星演唱会11月15日场次全程多机位饭拍剪辑,https://www.bilibili.com/video/BV1Ef4y1q7Uh?from=search,https://i0.hdslb.com/bfs/archive/f55d8817d4a1c732d1f45f8b683d394f106ca2f6.jpg@480w_300h_1c.webp,20628,357000,2020-11-19,https://space.bilibili.com/192560116?from=search,192560116,BV1Ef4y1q7Uh,287759367,257833208,4585,33188,24942,27545,12863,26198,音乐现场,音乐现场*华晨宇*演唱会*LIVE*饭制视频*音乐*海口*现场*多机位*开口跪,10
花落时相遇（2021火星演唱会现场版）- 华晨宇,https://www.bilibili.com/video/BV1mb4y1i7an?from=search,https://i1.hdslb.com/bfs/archive/2a72734c0d578e7adce7bd373b0f442e0c4aee40.jpg@480w_300h_1c.webp,855,552000,2021-12-07,https://space.bilibili.com/490346911?from=search,490346911,BV1mb4y1i7an,634725617,456315649,6232,9480,24129,38426,14444,30868,音乐现场,音乐现场*华晨宇*花落时相遇*火星演唱会*LIVE*音乐*花花,7
狠喜欢！外国小哥看【华晨宇】《飞行模式》毕竟他是华语音乐之王。农夫小哥-03,https://www.bilibili.com/video/BV1Cm4y1X7qU?from=search,https://i0.hdslb.com/bfs/archive/62a9bd64f125e429c8ab6edf7b0539e36e3e44fc.jpg@480w_300h_1c.webp,730,33000,2021-12-17,https://space.bilibili.com/67199308?from=search,67199308,BV1Cm4y1X7qU,677465772,462485024,121,222,99,222,11,1467,音乐综合,华晨宇*音乐*外国人反应*反应视频*华晨宇reaction*华晨宇反应*华晨宇Reaction,7
【华晨宇｜舞台】日出花开！跨年版《小镇里的花》《走，一起去看日出吧》(2021),https://www.bilibili.com/video/BV1MP4y1n74q?from=search,https://i2.hdslb.com/bfs/archive/607c47ba52b3058e1a719b4a4634b25cc4c00bbe.jpg@480w_300h_1c.webp,622,18000,2022-01-01,https://space.bilibili.com/331479384?from=search,331479384,BV1MP4y1n74q,892788019,474414401,53,104,192,30,17,474,音乐现场,音乐现场*跨年*华晨宇*小镇里的花*走，一起去看日出*新歌,6
【王牌对王牌】angelababy画鹿晗 大家异口同声猜是华晨宇,https://www.bilibili.com/video/BV1W64y1T7L8?from=search,https://i1.hdslb.com/bfs/archive/700f0fc3f6b8fbae21d543eaa772a011b665bffe.jpg@480w_300h_1c.webp,75,765000,2020-04-10,https://space.bilibili.com/504672822?from=search,504672822,BV1W64y1T7L8,582747516,176608437,186,69,202,117,14,1815,日常,综艺*王牌对王牌*华晨宇*鹿晗*张若昀*真人秀*王牌*沈腾*刘哲尔*王牌对王牌 第五季*中国大陆*管乐*关晓彤*贾玲*自己*张新成*吴宇恒*陆宇鹏,18
外国人看华晨宇的《异类》“果然经典最上头！”,https://www.bilibili.com/video/BV1KJ41117S8?from=search,https://i0.hdslb.com/bfs/archive/25f988c89afdd05c231c38f9e6f97c8f56c76c48.jpg@480w_300h_1c.webp,210,586000,2019-12-11,https://space.bilibili.com/446420185?from=search,446420185,BV1KJ41117S8,78841150,134904259,215,766,1873,946,189,9844,娱乐杂谈,创作新秀奖*明星*华晨宇*花花*异类*明日之子*外国人*反应*全能打卡挑战*reaction,10
华晨宇演唱会新歌《走，一起去看日出吧》,https://www.bilibili.com/video/BV1tL4y1H7Ne?from=search,https://i1.hdslb.com/bfs/archive/afb4459c1142f896b8a18afe2ee1224d5c281edd.jpg@480w_300h_1c.webp,286,194000,2021-12-06,https://space.bilibili.com/478299819?from=search,478299819,BV1tL4y1H7Ne,849722492,455381386,1541,1837,7523,4689,3018,13598,音乐现场,音乐现场*花花*LIVE*华语现场*火星演唱会,5
【王牌对王牌】华晨宇 尚雯婕合唱《蜉蝣》+《最终信仰》,https://www.bilibili.com/video/BV1Be411x7T5?from=search,https://i1.hdslb.com/bfs/archive/df11b6d8077d50a6795a8b4f006911c7aaa7a8e4.jpg@480w_300h_1c.webp,183,341000,2020-04-03,https://space.bilibili.com/504672822?from=search,504672822,BV1Be411x7T5,242610443,173610964,1511,4122,13724,11782,2013,19815,日常,搞笑*王牌对王牌*综艺*华晨宇*真人秀*沈腾*搞笑视频*王牌*张若昀*国内综艺*刘哲尔*王牌对王牌 第五季*关晓彤*管乐*中国大陆*自己*贾玲*沙雕*张新成*吴宇恒*陆宇鹏,21
【歌手】华晨宇震撼演唱新歌《神树》，史诗般的宏大作品,https://www.bilibili.com/video/BV1TE411V76o?from=search,https://i2.hdslb.com/bfs/archive/f6c8a39ffdb3897259dcca135627d18809122cf4.jpg@480w_300h_1c.webp,395,989000,2020-03-14,https://space.bilibili.com/8011552?from=search,8011552,BV1TE411V76o,96080362,164013393,21613,84918,36869,53499,18385,59366,综艺,综艺*华晨宇*神树*歌手*音乐,5
【震撼现场】华晨宇《神树》191116火星演唱会,https://www.bilibili.com/video/BV1GJ411S7VS?from=search,https://i2.hdslb.com/bfs/archive/d9a319a891dbbc163edbf8e1501ac716995f759a.jpg@480w_300h_1c.webp,314,2366000,2019-11-17,https://space.bilibili.com/4482049?from=search,4482049,BV1GJ411S7VS,75969881,129954525,15220,33480,70365,36974,49961,79097,音乐现场,音乐现场*华晨宇*华晨宇演唱会*华晨宇神树*神树*火星演唱会*华晨宇音乐*华晨宇火星演唱会*LIVE*演唱会*原创,11
华晨宇飚高音霸气十足！韩国人气男团都拼命鼓掌，太长脸了！,https://www.bilibili.com/video/BV1t4411M7gf?from=search,https://i1.hdslb.com/bfs/archive/d95c8018546699eea474a762d890ff70b2c2ee49.jpg@480w_300h_1c.webp,242,725000,2019-06-05,https://space.bilibili.com/400999844?from=search,400999844,BV1t4411M7gf,54636530,95575237,95,557,1465,81,55,2786,音乐综合,乐评盘点*华晨宇*花花*邓紫棋*砸场子*陈奕迅*蔡依林*林俊杰*精选歌单,9
【华晨宇】七重人格（演唱会版）Reaction,https://www.bilibili.com/video/BV1nJ411B7jM?from=search,https://i2.hdslb.com/bfs/archive/3c3db285be43ec759f608b14c4e1beec5f928124.jpg@480w_300h_1c.webp,1407,350000,2019-12-07,https://space.bilibili.com/291650385?from=search,291650385,BV1nJ411B7jM,78081963,133581024,958,5075,6638,17542,2986,18773,娱乐杂谈,明星*reaction反应*REACTION*好奇心计划,4
战胜华晨宇的一首歌，燃爆全场起立膜拜，耿斯汉《再也没有》,https://www.bilibili.com/video/BV1yx411j7La?from=search,https://i2.hdslb.com/bfs/archive/e139335fc4c45144fade7c65a9f9ce55cba760aa.jpg@480w_300h_1c.webp,230,1700000,2017-11-07,https://space.bilibili.com/96263033?from=search,96263033,BV1yx411j7La,16094842,26257892,1533,3800,23711,3655,4298,14552,音乐综合,华晨宇*耿斯汉*摇滚*开口跪*耳机*循环*燃曲*高音质*良心作*音乐选集,10
杨幂玩游戏放大招，让沈腾说出华晨宇三首歌的名字,https://www.bilibili.com/video/BV1vR4y1p77h?from=search,https://i2.hdslb.com/bfs/archive/2c8a2a0d9ccb571cfffb2431d08f840f8ead13ef.jpg@480w_300h_1c.webp,30,243000,2021-09-27,https://space.bilibili.com/434983896?from=search,434983896,BV1vR4y1p77h,335721787,415381494,251,18,197,6,12,14308,粉丝创作,综艺*明星*我的追星日记*娱乐*华晨宇*沈腾*杨幂,7
华晨宇 | 齐天&哪吒之魔童降世,https://www.bilibili.com/video/BV1st411A76S?from=search,https://i0.hdslb.com/bfs/archive/deb6abc9f134330d095c93d8250e92d7abbd3d95.jpg@480w_300h_1c.webp,281,287000,2019-07-29,https://space.bilibili.com/319827296?from=search,319827296,BV1st411A76S,61325397,106681350,794,1869,12019,15228,2960,20210,音乐综合,华晨宇*哪吒*齐天*音乐,4
【REACTION】华晨宇《花落时相遇》真挚演唱让马来西亚三剑客嘴角不自觉扬起微笑！,https://www.bilibili.com/video/BV1ta41127Yc?from=search,https://i0.hdslb.com/bfs/archive/eac41a155463ff4578f534b081c71aae54ddaf69.jpg@480w_300h_1c.webp,1306,14000,2022-02-09,https://space.bilibili.com/1820494274?from=search,1820494274,BV1ta41127Yc,211238366,497473359,76,154,59,336,11,965,音乐综合,乐评盘点*华晨宇*花花*反应*花落时相遇*反应视频*打卡挑战*2022新年音乐大作战*新年音乐大作战,9
《齐天大圣》-华晨宇_超清,https://www.bilibili.com/video/BV1px411q7ZU?from=search,https://i0.hdslb.com/bfs/archive/870cac8117588aa9a5bb19e41a57aa1d217d6434.jpg@480w_300h_1c.webp,252,553000,2017-07-10,https://space.bilibili.com/80889503?from=search,80889503,BV1px411q7ZU,12064764,19904234,616,2690,9622,1233,1607,9042,MV,华晨宇*音乐*MV,3
【华晨宇】【音频】【震撼音质】2019火星演唱会11.17全程播单 100%还原现场,https://www.bilibili.com/video/BV1BJ411m7oE?from=search,https://i2.hdslb.com/bfs/archive/41668aa6f4cf003cd8235e46695967447b098bd3.jpg@480w_300h_1c.webp,9099,350000,2019-11-18,https://space.bilibili.com/2598184?from=search,2598184,BV1BJ411m7oE,76192711,130327825,1011,2788,23026,6976,3649,14878,音乐现场,音乐现场*华晨宇*七重人格*2019火星演唱会*好想爱这个世界啊*疯人院*神树,7
华晨宇【降临】新歌首唱音质加强版180908鸟巢演唱会Live,https://www.bilibili.com/video/BV1oW411C7uS?from=search,https://i2.hdslb.com/bfs/archive/a6a33c9c3cb011ff51690b618bd9a98ecc7865cc.jpg@480w_300h_1c.webp,264,1201000,2018-09-13,https://space.bilibili.com/4482049?from=search,4482049,BV1oW411C7uS,31639597,55327583,5540,9780,46957,34014,29550,43223,音乐现场,音乐现场*华晨宇*华晨宇 降临*鸟巢演唱会*开口跪*华晨宇音乐*演唱会*LIVE*神圣*现场*音乐,11
时隔一年，华晨宇再爆猛料！多年“好兄弟”为他生下孩子，看似清纯的背后，华晨宇到底隐藏著多少肮脏往事？【娱与舆】#华晨宇#张碧晨#邓紫棋,https://www.bilibili.com/video/BV1HF411b7Kg?from=search,https://i2.hdslb.com/bfs/archive/ac550e364866eff65d614ebde831615d914dd5aa.jpg@480w_300h_1c.webp,628,41000,2022-03-03,https://space.bilibili.com/1375637447?from=search,1375637447,BV1HF411b7Kg,296994401,540838055,84,69,18,4,11,339,明星综合,明星*娱乐*娱乐圈,3
【华晨宇】211231火海里灿烂盛开的小花（黑胶纯享）,https://www.bilibili.com/video/BV1n34y1z7Wg?from=search,https://i1.hdslb.com/bfs/archive/cad2dafd815f04cf8e1c0f3da2965c52e916501e.jpg@480w_300h_1c.webp,322,1234,2022-01-01,https://space.bilibili.com/602510483?from=search,602510483,BV1n34y1z7Wg,807783883,474493000,3,2,39,8,3,126,明星综合,花花*华晨宇*小镇里的花*歌手*跨年演唱会*打卡挑战*必剪创作*跨年总动员*跟着UP主创作吧（第二期）,9
